window_start,window_end,video_uid,narration_uid,text,Score-TFIDF,label,OG_label
876,881,fd3ed0f0-9a4f-4bb6-be32-6b74c35445cc,0a311854-e56c-456d-9468-1b505aa91f83,looks around,1.0,head movement,looks around
337,342,6ae63a5f-09ea-47d2-9ac8-97c04927da86,0621ebad-275f-4178-b7b9-88ae5cb187b6,c looks around,1.0,head movement,looks around
526,531,6ae63a5f-09ea-47d2-9ac8-97c04927da86,0621ebad-275f-4178-b7b9-88ae5cb187b6,c looks around,1.0,head movement,looks around
539,544,6ae63a5f-09ea-47d2-9ac8-97c04927da86,0621ebad-275f-4178-b7b9-88ae5cb187b6,c looks around,1.0,head movement,looks around
3517,3522,9d27c41b-d4d2-47a6-8334-1f930121e956,ceef6d3a-a309-4f63-a6fa-721bea491c86,looks around,1.0,head movement,looks around
3550,3555,9d27c41b-d4d2-47a6-8334-1f930121e956,2a4fe494-ebc1-4bfc-9596-06aaa8c82c01,looks around,1.0,head movement,looks around
549,554,6ae63a5f-09ea-47d2-9ac8-97c04927da86,0621ebad-275f-4178-b7b9-88ae5cb187b6,c looks around,1.0,head movement,looks around
558,563,6ae63a5f-09ea-47d2-9ac8-97c04927da86,4de3b8fa-5741-43d4-abeb-6bf3d3d04a77,looks around,1.0,head movement,looks around
3680,3685,9d27c41b-d4d2-47a6-8334-1f930121e956,2a4fe494-ebc1-4bfc-9596-06aaa8c82c01,looks around,1.0,head movement,looks around
563,568,6ae63a5f-09ea-47d2-9ac8-97c04927da86,4de3b8fa-5741-43d4-abeb-6bf3d3d04a77,looks around,1.0,head movement,looks around
3732,3737,9d27c41b-d4d2-47a6-8334-1f930121e956,2a4fe494-ebc1-4bfc-9596-06aaa8c82c01,looks around,1.0,head movement,looks around
3763,3768,9d27c41b-d4d2-47a6-8334-1f930121e956,2a4fe494-ebc1-4bfc-9596-06aaa8c82c01,looks around,1.0,head movement,looks around
573,578,6ae63a5f-09ea-47d2-9ac8-97c04927da86,4de3b8fa-5741-43d4-abeb-6bf3d3d04a77,looks around,1.0,head movement,looks around
3967,3972,9d27c41b-d4d2-47a6-8334-1f930121e956,2383f05f-973d-4e58-8a79-cb8a9b644406,looks around,1.0,head movement,looks around
3975,3980,9d27c41b-d4d2-47a6-8334-1f930121e956,2383f05f-973d-4e58-8a79-cb8a9b644406,looks around,1.0,head movement,looks around
4013,4018,9d27c41b-d4d2-47a6-8334-1f930121e956,2383f05f-973d-4e58-8a79-cb8a9b644406,looks around,1.0,head movement,looks around
614,619,6ae63a5f-09ea-47d2-9ac8-97c04927da86,4de3b8fa-5741-43d4-abeb-6bf3d3d04a77,looks around,1.0,head movement,looks around
3336,3341,9d27c41b-d4d2-47a6-8334-1f930121e956,ceef6d3a-a309-4f63-a6fa-721bea491c86,looks around,1.0,head movement,looks around
2946,2951,652f0590-aab5-4de1-b578-238adb54fa0e,f3a8913e-02a0-4064-ae82-72877fc7aa97,looks around,1.0,head movement,looks around
3289,3294,9d27c41b-d4d2-47a6-8334-1f930121e956,ceef6d3a-a309-4f63-a6fa-721bea491c86,looks around,1.0,head movement,looks around
3052,3057,9d27c41b-d4d2-47a6-8334-1f930121e956,ba275a5c-b314-4cd1-befa-3e17bd0c055d,looks around,1.0,head movement,looks around
346,351,6ae63a5f-09ea-47d2-9ac8-97c04927da86,0621ebad-275f-4178-b7b9-88ae5cb187b6,c looks around,1.0,head movement,looks around
2135,2140,652f0590-aab5-4de1-b578-238adb54fa0e,f015cc7d-8a30-4653-9d0c-100753003089,looks around,1.0,head movement,looks around
2188,2193,652f0590-aab5-4de1-b578-238adb54fa0e,ada73a2a-cc88-40ff-9d04-8d1ae1f6f899,looks around,1.0,head movement,looks around
3019,3024,9d27c41b-d4d2-47a6-8334-1f930121e956,ba275a5c-b314-4cd1-befa-3e17bd0c055d,looks around,1.0,head movement,looks around
2322,2327,652f0590-aab5-4de1-b578-238adb54fa0e,ada73a2a-cc88-40ff-9d04-8d1ae1f6f899,looks around,1.0,head movement,looks around
3033,3038,9d27c41b-d4d2-47a6-8334-1f930121e956,ba275a5c-b314-4cd1-befa-3e17bd0c055d,looks around,1.0,head movement,looks around
480,485,6ae63a5f-09ea-47d2-9ac8-97c04927da86,0621ebad-275f-4178-b7b9-88ae5cb187b6,c looks around,1.0,head movement,looks around
514,519,6ae63a5f-09ea-47d2-9ac8-97c04927da86,0621ebad-275f-4178-b7b9-88ae5cb187b6,c looks around,1.0,head movement,looks around
2758,2763,652f0590-aab5-4de1-b578-238adb54fa0e,f3a8913e-02a0-4064-ae82-72877fc7aa97,looks around,1.0,head movement,looks around
3072,3077,9d27c41b-d4d2-47a6-8334-1f930121e956,ba275a5c-b314-4cd1-befa-3e17bd0c055d,looks around,1.0,head movement,looks around
719,724,256701cd-3317-47ee-b6e3-439dc2ad2bd5,0e7ace6a-f988-44bf-8e5e-6e8b51664d11,looks around,1.0,head movement,looks around
494,499,6ae63a5f-09ea-47d2-9ac8-97c04927da86,0621ebad-275f-4178-b7b9-88ae5cb187b6,c looks around,1.0,head movement,looks around
3083,3088,9d27c41b-d4d2-47a6-8334-1f930121e956,ba275a5c-b314-4cd1-befa-3e17bd0c055d,looks around,1.0,head movement,looks around
507,512,6ae63a5f-09ea-47d2-9ac8-97c04927da86,0621ebad-275f-4178-b7b9-88ae5cb187b6,c looks around,1.0,head movement,looks around
3082,3087,9d27c41b-d4d2-47a6-8334-1f930121e956,83dc21d1-37cc-4efe-a64e-bf03f09a0960,looks around,1.0,head movement,looks around
3764,3769,652f0590-aab5-4de1-b578-238adb54fa0e,7bb3f526-423e-4564-beb3-550764e11e77,looks around,1.0,head movement,looks around
3288,3293,9d27c41b-d4d2-47a6-8334-1f930121e956,4bfc6fc5-a23b-47b0-8883-e28bb5b095be,looks around,1.0,head movement,looks around
109,114,f83ec443-7495-4d47-b99a-88d2056cf662,b9c0ae68-0268-46d5-9b05-0f2a922b4d3b,looks around,1.0,head movement,looks around
750,755,a9bdb70e-fc19-4502-a2ef-c99b309a8094,df9925dc-cecf-47fa-aec9-c5f1924023fd,looks around,1.0,head movement,looks around
103,108,f83ec443-7495-4d47-b99a-88d2056cf662,b9c0ae68-0268-46d5-9b05-0f2a922b4d3b,looks around,1.0,head movement,looks around
836,841,fbc425c4-def6-49a7-8b88-5d5d00b5524e,9c0b92a2-d1e4-4f9a-98fa-fd2b884a63a7,looks around,1.0,head movement,looks around
89,94,f83ec443-7495-4d47-b99a-88d2056cf662,b9c0ae68-0268-46d5-9b05-0f2a922b4d3b,looks around,1.0,head movement,looks around
847,852,fbc425c4-def6-49a7-8b88-5d5d00b5524e,9c0b92a2-d1e4-4f9a-98fa-fd2b884a63a7,looks around,1.0,head movement,looks around
80,85,f83ec443-7495-4d47-b99a-88d2056cf662,b9c0ae68-0268-46d5-9b05-0f2a922b4d3b,looks around,1.0,head movement,looks around
2065,2070,652f0590-aab5-4de1-b578-238adb54fa0e,30a2bef3-434f-4136-a6a0-1cdfe40e72c1,c c looks around,1.0,head movement,looks around
73,78,f83ec443-7495-4d47-b99a-88d2056cf662,b9c0ae68-0268-46d5-9b05-0f2a922b4d3b,looks around,1.0,head movement,looks around
878,883,fbc425c4-def6-49a7-8b88-5d5d00b5524e,9c0b92a2-d1e4-4f9a-98fa-fd2b884a63a7,looks around,1.0,head movement,looks around
891,896,fbc425c4-def6-49a7-8b88-5d5d00b5524e,9c0b92a2-d1e4-4f9a-98fa-fd2b884a63a7,looks around,1.0,head movement,looks around
2134,2139,652f0590-aab5-4de1-b578-238adb54fa0e,30a2bef3-434f-4136-a6a0-1cdfe40e72c1,c c looks around,1.0,head movement,looks around
894,899,fbc425c4-def6-49a7-8b88-5d5d00b5524e,9c0b92a2-d1e4-4f9a-98fa-fd2b884a63a7,looks around,1.0,head movement,looks around
52,57,f83ec443-7495-4d47-b99a-88d2056cf662,b9c0ae68-0268-46d5-9b05-0f2a922b4d3b,looks around,1.0,head movement,looks around
123,128,97c1c805-291f-4b2f-bef9-0495d9d2fc92,8e635e3c-e201-4349-a94f-906844287fb2,looks around,1.0,head movement,looks around
904,909,fbc425c4-def6-49a7-8b88-5d5d00b5524e,9c0b92a2-d1e4-4f9a-98fa-fd2b884a63a7,looks around,1.0,head movement,looks around
2030,2035,652f0590-aab5-4de1-b578-238adb54fa0e,30a2bef3-434f-4136-a6a0-1cdfe40e72c1,c c looks around,1.0,head movement,looks around
777,782,fbc425c4-def6-49a7-8b88-5d5d00b5524e,2e77b6af-55e2-4653-903c-5a1a06e91e71,looks around,1.0,head movement,looks around
3297,3302,9d27c41b-d4d2-47a6-8334-1f930121e956,4bfc6fc5-a23b-47b0-8883-e28bb5b095be,looks around,1.0,head movement,looks around
722,727,fbc425c4-def6-49a7-8b88-5d5d00b5524e,2e77b6af-55e2-4653-903c-5a1a06e91e71,looks around,1.0,head movement,looks around
373,378,fbc425c4-def6-49a7-8b88-5d5d00b5524e,d100feba-59c7-48ca-b5ce-06456723c25c,looks around,1.0,head movement,looks around
404,409,fbc425c4-def6-49a7-8b88-5d5d00b5524e,d100feba-59c7-48ca-b5ce-06456723c25c,looks around,1.0,head movement,looks around
408,413,fbc425c4-def6-49a7-8b88-5d5d00b5524e,d100feba-59c7-48ca-b5ce-06456723c25c,looks around,1.0,head movement,looks around
414,419,fbc425c4-def6-49a7-8b88-5d5d00b5524e,d100feba-59c7-48ca-b5ce-06456723c25c,looks around,1.0,head movement,looks around
456,461,fbc425c4-def6-49a7-8b88-5d5d00b5524e,d100feba-59c7-48ca-b5ce-06456723c25c,looks around,1.0,head movement,looks around
284,289,f83ec443-7495-4d47-b99a-88d2056cf662,c001ece9-46ae-41e5-b0ba-88d925e3eaf9,looks around,1.0,head movement,looks around
942,947,a9bdb70e-fc19-4502-a2ef-c99b309a8094,f5659fd6-baab-44e6-9d8a-26e5c122377c,looks around,1.0,head movement,looks around
559,564,fbc425c4-def6-49a7-8b88-5d5d00b5524e,2e77b6af-55e2-4653-903c-5a1a06e91e71,looks around,1.0,head movement,looks around
561,566,fbc425c4-def6-49a7-8b88-5d5d00b5524e,2e77b6af-55e2-4653-903c-5a1a06e91e71,looks around,1.0,head movement,looks around
596,601,fbc425c4-def6-49a7-8b88-5d5d00b5524e,2e77b6af-55e2-4653-903c-5a1a06e91e71,looks around,1.0,head movement,looks around
1093,1098,f4faa012-2e68-4f51-b054-27deaff4204c,9de7dbaf-659d-4a45-a824-61d43c7bc10b,looks around,1.0,head movement,looks around
654,659,fbc425c4-def6-49a7-8b88-5d5d00b5524e,2e77b6af-55e2-4653-903c-5a1a06e91e71,looks around,1.0,head movement,looks around
200,205,f83ec443-7495-4d47-b99a-88d2056cf662,b9c0ae68-0268-46d5-9b05-0f2a922b4d3b,looks around,1.0,head movement,looks around
286,291,75e9d719-d542-4b9e-9e2a-54d9b3957cf7,05fad7ac-e442-4e4a-8f74-69153dc99167,looks around,1.0,head movement,looks around
164,169,f83ec443-7495-4d47-b99a-88d2056cf662,b9c0ae68-0268-46d5-9b05-0f2a922b4d3b,looks around,1.0,head movement,looks around
915,920,fbc425c4-def6-49a7-8b88-5d5d00b5524e,9c0b92a2-d1e4-4f9a-98fa-fd2b884a63a7,looks around,1.0,head movement,looks around
983,988,fbc425c4-def6-49a7-8b88-5d5d00b5524e,9c0b92a2-d1e4-4f9a-98fa-fd2b884a63a7,looks around,1.0,head movement,looks around
999,1004,fbc425c4-def6-49a7-8b88-5d5d00b5524e,9c0b92a2-d1e4-4f9a-98fa-fd2b884a63a7,looks around,1.0,head movement,looks around
1011,1016,fbc425c4-def6-49a7-8b88-5d5d00b5524e,9c0b92a2-d1e4-4f9a-98fa-fd2b884a63a7,looks around,1.0,head movement,looks around
1541,1546,fbc425c4-def6-49a7-8b88-5d5d00b5524e,dcd47c22-ac44-4ee9-a2f5-47e336e10284,looks around,1.0,head movement,looks around
1560,1565,fbc425c4-def6-49a7-8b88-5d5d00b5524e,dcd47c22-ac44-4ee9-a2f5-47e336e10284,looks around,1.0,head movement,looks around
1581,1586,fbc425c4-def6-49a7-8b88-5d5d00b5524e,dcd47c22-ac44-4ee9-a2f5-47e336e10284,looks around,1.0,head movement,looks around
1605,1610,fbc425c4-def6-49a7-8b88-5d5d00b5524e,dcd47c22-ac44-4ee9-a2f5-47e336e10284,looks around,1.0,head movement,looks around
687,692,055ba601-c243-4d4a-8a2c-694a5c88824c,b3a935dd-feb7-44af-a3cc-d63d7d2f0d1e,looks around,1.0,head movement,looks around
1631,1636,fbc425c4-def6-49a7-8b88-5d5d00b5524e,dcd47c22-ac44-4ee9-a2f5-47e336e10284,looks around,1.0,head movement,looks around
1656,1661,fbc425c4-def6-49a7-8b88-5d5d00b5524e,885ef867-ecc3-47a0-8ef6-c17faf596585,looks around,1.0,head movement,looks around
677,682,055ba601-c243-4d4a-8a2c-694a5c88824c,b3a935dd-feb7-44af-a3cc-d63d7d2f0d1e,looks around,1.0,head movement,looks around
669,674,055ba601-c243-4d4a-8a2c-694a5c88824c,b3a935dd-feb7-44af-a3cc-d63d7d2f0d1e,looks around,1.0,head movement,looks around
1714,1719,fbc425c4-def6-49a7-8b88-5d5d00b5524e,885ef867-ecc3-47a0-8ef6-c17faf596585,looks around,1.0,head movement,looks around
1726,1731,fbc425c4-def6-49a7-8b88-5d5d00b5524e,885ef867-ecc3-47a0-8ef6-c17faf596585,looks around,1.0,head movement,looks around
1739,1744,fbc425c4-def6-49a7-8b88-5d5d00b5524e,885ef867-ecc3-47a0-8ef6-c17faf596585,looks around,1.0,head movement,looks around
660,665,055ba601-c243-4d4a-8a2c-694a5c88824c,b3a935dd-feb7-44af-a3cc-d63d7d2f0d1e,looks around,1.0,head movement,looks around
655,660,055ba601-c243-4d4a-8a2c-694a5c88824c,b3a935dd-feb7-44af-a3cc-d63d7d2f0d1e,looks around,1.0,head movement,looks around
1792,1797,fbc425c4-def6-49a7-8b88-5d5d00b5524e,885ef867-ecc3-47a0-8ef6-c17faf596585,looks around,1.0,head movement,looks around
1530,1535,fbc425c4-def6-49a7-8b88-5d5d00b5524e,dcd47c22-ac44-4ee9-a2f5-47e336e10284,looks around,1.0,head movement,looks around
1520,1525,fbc425c4-def6-49a7-8b88-5d5d00b5524e,dcd47c22-ac44-4ee9-a2f5-47e336e10284,looks around,1.0,head movement,looks around
1506,1511,fbc425c4-def6-49a7-8b88-5d5d00b5524e,dcd47c22-ac44-4ee9-a2f5-47e336e10284,looks around,1.0,head movement,looks around
2567,2572,652f0590-aab5-4de1-b578-238adb54fa0e,11c1ce6e-c191-4e8e-8c4f-efa50c0d5de3,c c looks around,1.0,head movement,looks around
2450,2455,652f0590-aab5-4de1-b578-238adb54fa0e,11c1ce6e-c191-4e8e-8c4f-efa50c0d5de3,c c looks around,1.0,head movement,looks around
1116,1121,fbc425c4-def6-49a7-8b88-5d5d00b5524e,37c36e7b-44cf-45da-be4e-3da00c4524b9,looks around,1.0,head movement,looks around
158,163,cce95cd8-188e-4d6b-996f-07f58fc9d117,8642fa00-0ad1-475b-8ce2-3d536f3303c9,looks around,1.0,head movement,looks around
2530,2535,652f0590-aab5-4de1-b578-238adb54fa0e,11c1ce6e-c191-4e8e-8c4f-efa50c0d5de3,c c looks around,1.0,head movement,looks around
1015,1020,fd3ed0f0-9a4f-4bb6-be32-6b74c35445cc,1c1ce6e6-0787-422e-afc5-ec6b1e5d5451,looks around,1.0,head movement,looks around
1232,1237,fbc425c4-def6-49a7-8b88-5d5d00b5524e,37c36e7b-44cf-45da-be4e-3da00c4524b9,looks around,1.0,head movement,looks around
2619,2624,652f0590-aab5-4de1-b578-238adb54fa0e,11c1ce6e-c191-4e8e-8c4f-efa50c0d5de3,c c looks around,1.0,head movement,looks around
1495,1500,fbc425c4-def6-49a7-8b88-5d5d00b5524e,dcd47c22-ac44-4ee9-a2f5-47e336e10284,looks around,1.0,head movement,looks around
1329,1334,fbc425c4-def6-49a7-8b88-5d5d00b5524e,37c36e7b-44cf-45da-be4e-3da00c4524b9,looks around,1.0,head movement,looks around
1348,1353,fbc425c4-def6-49a7-8b88-5d5d00b5524e,37c36e7b-44cf-45da-be4e-3da00c4524b9,looks around,1.0,head movement,looks around
38,43,8383791d-2df9-4bac-89b6-4cc01df5f4d1,48b23b6a-206f-416b-a6bc-7d6dc9e9d325,looks around,1.0,head movement,looks around
1364,1369,fbc425c4-def6-49a7-8b88-5d5d00b5524e,dcd47c22-ac44-4ee9-a2f5-47e336e10284,looks around,1.0,head movement,looks around
2671,2676,652f0590-aab5-4de1-b578-238adb54fa0e,11c1ce6e-c191-4e8e-8c4f-efa50c0d5de3,c c looks around,1.0,head movement,looks around
1487,1492,fbc425c4-def6-49a7-8b88-5d5d00b5524e,dcd47c22-ac44-4ee9-a2f5-47e336e10284,looks around,1.0,head movement,looks around
331,336,fbc425c4-def6-49a7-8b88-5d5d00b5524e,d100feba-59c7-48ca-b5ce-06456723c25c,looks around,1.0,head movement,looks around
121,126,590ec18e-a6c7-4457-bef6-75b034a4938c,bfaea875-c50d-4dc9-a9f9-40711d801f6f,looks around,1.0,head movement,looks around
1406,1411,652f0590-aab5-4de1-b578-238adb54fa0e,fbbca0ff-b0c3-451f-9f6e-665751595a14,looks around,1.0,head movement,looks around
326,331,dc708402-b918-4bef-b2ea-88bf22a7fb1f,e772aa78-78fd-45e6-b6f2-b429bb107adf,looks around,1.0,head movement,looks around
4336,4341,652f0590-aab5-4de1-b578-238adb54fa0e,c600a5c4-b1e9-4221-a869-26259012ea0f,looks around,1.0,head movement,looks around
4359,4364,652f0590-aab5-4de1-b578-238adb54fa0e,c600a5c4-b1e9-4221-a869-26259012ea0f,looks around,1.0,head movement,looks around
4417,4422,652f0590-aab5-4de1-b578-238adb54fa0e,c600a5c4-b1e9-4221-a869-26259012ea0f,looks around,1.0,head movement,looks around
4431,4436,652f0590-aab5-4de1-b578-238adb54fa0e,c600a5c4-b1e9-4221-a869-26259012ea0f,looks around,1.0,head movement,looks around
4437,4442,652f0590-aab5-4de1-b578-238adb54fa0e,c600a5c4-b1e9-4221-a869-26259012ea0f,looks around,1.0,head movement,looks around
4457,4462,652f0590-aab5-4de1-b578-238adb54fa0e,c600a5c4-b1e9-4221-a869-26259012ea0f,looks around,1.0,head movement,looks around
4465,4470,652f0590-aab5-4de1-b578-238adb54fa0e,c600a5c4-b1e9-4221-a869-26259012ea0f,looks around,1.0,head movement,looks around
4467,4472,652f0590-aab5-4de1-b578-238adb54fa0e,c600a5c4-b1e9-4221-a869-26259012ea0f,looks around,1.0,head movement,looks around
4473,4478,652f0590-aab5-4de1-b578-238adb54fa0e,c600a5c4-b1e9-4221-a869-26259012ea0f,looks around,1.0,head movement,looks around
4482,4487,652f0590-aab5-4de1-b578-238adb54fa0e,c600a5c4-b1e9-4221-a869-26259012ea0f,looks around,1.0,head movement,looks around
942,947,a9bdb70e-fc19-4502-a2ef-c99b309a8094,e6a7bbc3-1acf-45b6-a107-fe6903f682b1,looks around,1.0,head movement,looks around
4493,4498,652f0590-aab5-4de1-b578-238adb54fa0e,c600a5c4-b1e9-4221-a869-26259012ea0f,looks around,1.0,head movement,looks around
4496,4501,652f0590-aab5-4de1-b578-238adb54fa0e,c600a5c4-b1e9-4221-a869-26259012ea0f,looks around,1.0,head movement,looks around
4504,4509,652f0590-aab5-4de1-b578-238adb54fa0e,c600a5c4-b1e9-4221-a869-26259012ea0f,looks around,1.0,head movement,looks around
399,404,dc708402-b918-4bef-b2ea-88bf22a7fb1f,e772aa78-78fd-45e6-b6f2-b429bb107adf,looks around,1.0,head movement,looks around
3866,3871,652f0590-aab5-4de1-b578-238adb54fa0e,46089b79-2e41-4079-a104-0771145b4e32,looks around,1.0,head movement,looks around
3864,3869,652f0590-aab5-4de1-b578-238adb54fa0e,46089b79-2e41-4079-a104-0771145b4e32,looks around,1.0,head movement,looks around
321,326,97c1c805-291f-4b2f-bef9-0495d9d2fc92,f68e44ed-e6c2-431b-8a72-10e5257ddefe,looks around,1.0,head movement,looks around
3519,3524,9d27c41b-d4d2-47a6-8334-1f930121e956,4bfc6fc5-a23b-47b0-8883-e28bb5b095be,looks around,1.0,head movement,looks around
3776,3781,652f0590-aab5-4de1-b578-238adb54fa0e,7bb3f526-423e-4564-beb3-550764e11e77,looks around,1.0,head movement,looks around
4385,4390,93a5f8cb-d7eb-4e5a-9913-77ef1487ce61,1aef7b89-2c48-4113-b91c-031b3405206a,c c looks around,1.0,head movement,looks around
3305,3310,9d27c41b-d4d2-47a6-8334-1f930121e956,4bfc6fc5-a23b-47b0-8883-e28bb5b095be,looks around,1.0,head movement,looks around
3780,3785,652f0590-aab5-4de1-b578-238adb54fa0e,7bb3f526-423e-4564-beb3-550764e11e77,looks around,1.0,head movement,looks around
3338,3343,9d27c41b-d4d2-47a6-8334-1f930121e956,4bfc6fc5-a23b-47b0-8883-e28bb5b095be,looks around,1.0,head movement,looks around
3784,3789,652f0590-aab5-4de1-b578-238adb54fa0e,7bb3f526-423e-4564-beb3-550764e11e77,looks around,1.0,head movement,looks around
3527,3532,9d27c41b-d4d2-47a6-8334-1f930121e956,101b5905-a049-4dc0-a6f7-b3ea130dccc5,looks around,1.0,head movement,looks around
507,512,f4faa012-2e68-4f51-b054-27deaff4204c,468e680c-40cd-4b91-911c-222dfe94b745,looks around,1.0,head movement,looks around
3534,3539,9d27c41b-d4d2-47a6-8334-1f930121e956,101b5905-a049-4dc0-a6f7-b3ea130dccc5,looks around,1.0,head movement,looks around
3550,3555,9d27c41b-d4d2-47a6-8334-1f930121e956,101b5905-a049-4dc0-a6f7-b3ea130dccc5,looks around,1.0,head movement,looks around
3562,3567,9d27c41b-d4d2-47a6-8334-1f930121e956,101b5905-a049-4dc0-a6f7-b3ea130dccc5,looks around,1.0,head movement,looks around
3703,3708,9d27c41b-d4d2-47a6-8334-1f930121e956,101b5905-a049-4dc0-a6f7-b3ea130dccc5,looks around,1.0,head movement,looks around
498,503,f4faa012-2e68-4f51-b054-27deaff4204c,468e680c-40cd-4b91-911c-222dfe94b745,looks around,1.0,head movement,looks around
3843,3848,652f0590-aab5-4de1-b578-238adb54fa0e,46089b79-2e41-4079-a104-0771145b4e32,looks around,1.0,head movement,looks around
4508,4513,652f0590-aab5-4de1-b578-238adb54fa0e,c600a5c4-b1e9-4221-a869-26259012ea0f,looks around,1.0,head movement,looks around
4541,4546,652f0590-aab5-4de1-b578-238adb54fa0e,c600a5c4-b1e9-4221-a869-26259012ea0f,looks around,1.0,head movement,looks around
1400,1405,652f0590-aab5-4de1-b578-238adb54fa0e,fbbca0ff-b0c3-451f-9f6e-665751595a14,looks around,1.0,head movement,looks around
295,300,dc708402-b918-4bef-b2ea-88bf22a7fb1f,8cc0a834-1077-4f63-8fba-c71fe6ff3018,looks around,1.0,head movement,looks around
183,188,652f0590-aab5-4de1-b578-238adb54fa0e,fe2e9617-b0a0-4bd4-a3ec-3347e6bef262,looks around,1.0,head movement,looks around
417,422,f83ec443-7495-4d47-b99a-88d2056cf662,c001ece9-46ae-41e5-b0ba-88d925e3eaf9,looks around,1.0,head movement,looks around
193,198,652f0590-aab5-4de1-b578-238adb54fa0e,fe2e9617-b0a0-4bd4-a3ec-3347e6bef262,looks around,1.0,head movement,looks around
0,5,65d6d7a3-11f7-4472-82b9-527ca04fe25b,19c28562-ff36-4bff-b9a4-26c592cd29ea,looks around,1.0,head movement,looks around
222,227,652f0590-aab5-4de1-b578-238adb54fa0e,fe2e9617-b0a0-4bd4-a3ec-3347e6bef262,looks around,1.0,head movement,looks around
538,543,652f0590-aab5-4de1-b578-238adb54fa0e,d16b24ec-4bdb-477f-8664-d2f68b2a9a49,looks around,1.0,head movement,looks around
845,850,652f0590-aab5-4de1-b578-238adb54fa0e,32147ebd-0789-431c-b027-46140f360c4d,c c looks around,1.0,head movement,looks around
856,861,652f0590-aab5-4de1-b578-238adb54fa0e,32147ebd-0789-431c-b027-46140f360c4d,c c looks around,1.0,head movement,looks around
915,920,652f0590-aab5-4de1-b578-238adb54fa0e,32147ebd-0789-431c-b027-46140f360c4d,c c looks around,1.0,head movement,looks around
924,929,652f0590-aab5-4de1-b578-238adb54fa0e,32147ebd-0789-431c-b027-46140f360c4d,c c looks around,1.0,head movement,looks around
1013,1018,652f0590-aab5-4de1-b578-238adb54fa0e,32147ebd-0789-431c-b027-46140f360c4d,c c looks around,1.0,head movement,looks around
334,339,f83ec443-7495-4d47-b99a-88d2056cf662,c001ece9-46ae-41e5-b0ba-88d925e3eaf9,looks around,1.0,head movement,looks around
1046,1051,652f0590-aab5-4de1-b578-238adb54fa0e,32147ebd-0789-431c-b027-46140f360c4d,c c looks around,1.0,head movement,looks around
0,5,fbc425c4-def6-49a7-8b88-5d5d00b5524e,688d17d2-b643-457b-885c-848bb98ee9aa,looks around,1.0,head movement,looks around
248,253,fbc425c4-def6-49a7-8b88-5d5d00b5524e,688d17d2-b643-457b-885c-848bb98ee9aa,looks around,1.0,head movement,looks around
133,138,652f0590-aab5-4de1-b578-238adb54fa0e,fe2e9617-b0a0-4bd4-a3ec-3347e6bef262,looks around,1.0,head movement,looks around
75,80,652f0590-aab5-4de1-b578-238adb54fa0e,fe2e9617-b0a0-4bd4-a3ec-3347e6bef262,looks around,1.0,head movement,looks around
428,433,f83ec443-7495-4d47-b99a-88d2056cf662,c001ece9-46ae-41e5-b0ba-88d925e3eaf9,looks around,1.0,head movement,looks around
473,478,f83ec443-7495-4d47-b99a-88d2056cf662,c001ece9-46ae-41e5-b0ba-88d925e3eaf9,looks around,1.0,head movement,looks around
152,157,d1f59fb1-5f81-4bd4-b3f1-81d69ab71ef6,2b362921-6ad1-4be1-97a6-f9c66bfd7b0e,looks around,1.0,head movement,looks around
4548,4553,652f0590-aab5-4de1-b578-238adb54fa0e,c600a5c4-b1e9-4221-a869-26259012ea0f,looks around,1.0,head movement,looks around
178,183,d1f59fb1-5f81-4bd4-b3f1-81d69ab71ef6,2b362921-6ad1-4be1-97a6-f9c66bfd7b0e,looks around,1.0,head movement,looks around
193,198,d1f59fb1-5f81-4bd4-b3f1-81d69ab71ef6,2b362921-6ad1-4be1-97a6-f9c66bfd7b0e,looks around,1.0,head movement,looks around
4556,4561,652f0590-aab5-4de1-b578-238adb54fa0e,c600a5c4-b1e9-4221-a869-26259012ea0f,looks around,1.0,head movement,looks around
497,502,f83ec443-7495-4d47-b99a-88d2056cf662,c001ece9-46ae-41e5-b0ba-88d925e3eaf9,looks around,1.0,head movement,looks around
232,237,d1f59fb1-5f81-4bd4-b3f1-81d69ab71ef6,2b362921-6ad1-4be1-97a6-f9c66bfd7b0e,looks around,1.0,head movement,looks around
433,438,f83ec443-7495-4d47-b99a-88d2056cf662,c001ece9-46ae-41e5-b0ba-88d925e3eaf9,looks around,1.0,head movement,looks around
87,92,dc708402-b918-4bef-b2ea-88bf22a7fb1f,8cc0a834-1077-4f63-8fba-c71fe6ff3018,looks around,1.0,head movement,looks around
451,456,f83ec443-7495-4d47-b99a-88d2056cf662,c001ece9-46ae-41e5-b0ba-88d925e3eaf9,looks around,1.0,head movement,looks around
10,15,dc708402-b918-4bef-b2ea-88bf22a7fb1f,8cc0a834-1077-4f63-8fba-c71fe6ff3018,looks around,1.0,head movement,looks around
50,55,652f0590-aab5-4de1-b578-238adb54fa0e,fe2e9617-b0a0-4bd4-a3ec-3347e6bef262,looks around,1.0,head movement,looks around
55,60,652f0590-aab5-4de1-b578-238adb54fa0e,fe2e9617-b0a0-4bd4-a3ec-3347e6bef262,looks around,1.0,head movement,looks around
436,441,f83ec443-7495-4d47-b99a-88d2056cf662,c001ece9-46ae-41e5-b0ba-88d925e3eaf9,looks around,1.0,head movement,looks around
